 0.000000 -1.570796
 0.000000 -1.570796
 0.000000 -1.539380
 0.000000 -1.539380
 0.000000 -1.507964
 0.000000 -1.507964
 0.000000 -1.476549
 0.000000 -1.476549
 0.000000 -1.445133
 0.000000 -1.445133
 0.000000 -1.413717
 0.000000 -1.413717
 0.000000 -1.382301
 0.000000 -1.382301
 0.000000 -1.350885
 0.000000 -1.350885
 0.000000 -1.319469
 0.000000 -1.319469
 0.000000 -1.288053
 0.000000 -1.288053
 0.000000 -1.256637
 0.000000 -1.256637
 0.000000 -1.225221
 0.000000 -1.225221
 0.000000 -1.193805
 0.000000 -1.193805
 0.000000 -1.162389
 0.000000 -1.162389
 0.000000 -1.130973
 0.000000 -1.130973
 0.000000 -1.099557
 0.000000 -1.099557
 0.000000 -1.068142
 0.000000 -1.068142
 0.000000 -1.036726
 0.000000 -1.036726
 0.000000 -1.005310
 0.000000 -1.005310
 0.000000 -0.973894
 0.000000 -0.973894
 0.000000 -0.942478
 0.000000 -0.942478
 0.000000 -0.911062
 0.000000 -0.911062
 0.000000 -0.879646
 0.000000 -0.879646
 0.000000 -0.848230
 0.000000 -0.848230
 0.000000 -0.816814
 0.000000 -0.816814
 0.000000 -0.785398
 0.000000 -0.785398
 0.000000 -0.753982
 0.000000 -0.753982
 0.000000 -0.722566
 0.000000 -0.722566
 0.000000 -0.691150
 0.000000 -0.691150
 0.000000 -0.659734
 0.000000 -0.659734
 0.000000 -0.628319
 0.000000 -0.628319
 0.000000 -0.596903
 0.000000 -0.596903
 0.000000 -0.565487
 0.000000 -0.565487
 0.000000 -0.534071
 0.000000 -0.534071
 0.000000 -0.502655
 0.000000 -0.502655
 0.000000 -0.471239
 0.000000 -0.471239
 0.000000 -0.439823
 0.000000 -0.439823
 0.000000 -0.408407
 0.000000 -0.408407
 0.000000 -0.376991
 0.000000 -0.376991
 0.000000 -0.345575
 0.000000 -0.345575
 0.000000 -0.314159
 0.000000 -0.314159
 0.000000 -0.282743
 0.000000 -0.282743
 0.000000 -0.251327
 0.000000 -0.251327
 0.000000 -0.219911
 0.000000 -0.219911
 0.000000 -0.188496
 0.000000 -0.188496
 0.000000 -0.157080
 0.000000 -0.157080
 0.000000 -0.125664
 0.000000 -0.125664
 0.000000 -0.094248
 0.000000 -0.094248
 0.000000 -0.062832
 0.000000 -0.062832
 0.000000 -0.031416
